Knife_ID,Actual_Class,CART_Matrix_Status,C45_Matrix_Status,Imitation_Status
Knife_73,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_542,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_451,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_312,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_434,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_623,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_501,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_576,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_694,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_384,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_714,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_389,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_6,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_480,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_815,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_362,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_771,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_711,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_85,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_11,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_248,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_119,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_30,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_293,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_378,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_82,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_674,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_495,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_546,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_683,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_251,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
Knife_209,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_211,0,True Negative (Correct Class 0),True Negative (Correct Class 0),Perfect Mimic
Knife_156,1,True Positive (Correct Class 1),True Positive (Correct Class 1),Perfect Mimic
